"Today, Ericsson announces changes to the group structure and Executive Team to position itself to execute on its strategy and growth ambitions while continuing to invest in R&D to maintain its technology leadership.",1
"Mark Bayer, president of Bayer Strategic Consulting, noted that, “A name change now—when Facebook is under intense scrutiny—reinforces the perception the company is trying to elude responsibility for its lengthening list of misdeeds.",1
"And of course, we underwent a leadership change—and I am enormously grateful for the tremendous foundation Bob Iger left us.",0
United Airlines has committed to reducing 100% of its greenhouse gas emissions by 2050.,1
"So, we’re taking a new approach.",1
"Former Attorney General Loretta Lynch predicted that we will soon see legal action “that goes beyond regulatory scrutiny to environmental justice, to racial inequality and ESG more broadly.” She continued: “Certain industries that may have been seen as contributors to systemic inequality may want to look at their role in undoing that inequality.” Expectations have changed; companies’ stakeholders are demanding more than hollow marketing and happy talk.",1
"""The existing business is good, and the driver is car prices at a record high.""",0
These are consumer companies that increasingly rely on matching the values of their customers to survive.,1
"""They're actually throwing themselves more into the delivery and logistics game.",1
"This minimized the decisions made at higher levels in the hierarchy, making the company more responsive to nascent market needs.",1
"That has helped Danaher focus on long-term growth, long-term margin expansion, and maintaining a great cash flow record over many years.",1
"Ordering projects straight to series gave writers and producers certainty and, frequently, more money.",1
Ovesen’s team believed that rationalizing the cost of the company’s materials would be one of the easier parts of the transformation and would yield savings immediately.,1
"Another goal was to develop management skills at the store level, so those people could make solid decisions that were right for their community.",0
"This helps real-estate players prioritize where to start (for example, individual buildings, asset classes, or regions) and determine how far there is to go to reach zero emissions.",1
"“This means we have a tremendous opportunity to use our local strength in one category to boost our growth in the others,” he said.",1
Map building exposures.,0
The company’s “local” focus also will include the empowerment of sales and marketing teams on the ground in specific markets.,1
"The change in strategy, even on the margins, is a surprising one for a company best known for disrupting two industries — first video rental and then cable TV.",1
The hope is the end result will lead to higher-quality programming and less fluff.,0
"But it’s the focus on multi-unit franchisees that remains the more notable effort for the brand, whose average operator owns just two locations—most of which are low-volume restaurants.",1
One of these is Southwest's cancellation policy.,1
We try to remember this is about winning in the eyes of our customer.,0
Deadline noted 47 different examples of Netflix ordering straight to series in 2020-21 and 20 for 2022.,0
"One of the questions in our employee engagement survey is “Do you have a best friend at work?” We want that kind of social connection, because it’s a big part of how our employees grow and remain engaged, which translates to a better experience for our customers, and for them.",0
"Name change aside, the company has a lot of work to do to rebuild trust and confidence in consumers and demonstrate that it can really protect privacy while maintaining balanced and fair standards that are applied to everyone, not just select individuals.",1
Exhibit 2 We strive to provide individuals with disabilities equal access to our website.,0
"Investors are increasingly interested in companies that are environmentally and socially conscious, and the world's largest asset manager is no exception.",0
"Organizations that understand this fundamental shift must learn to navigate such challenges as building capabilities, modernizing platforms, creating a software engineering culture, and leveraging data and analytics to improve operations and products.",1
"Its pricing strategy offers extremely low prices compared to other large airlines, such as Delta and American Airlines.",1
How has your strategy changed as you moved through this process?,1
Their products have more pricing power.,1
"At GM, the EV strategy includes a wave of new vehicles using new and existing nameplates – most recently, the company unveiled a $42,000 electric version of its Chevrolet Silverado SUV – as well as its Cruise joint venture with Honda, Microsoft and other investors to build an EV-centered autonomous-car business.",1
"Roland Busch, the company’s chief technology officer, will take the role of chief operating officer, with analysts saying the move could mean Busch would replace Joe Kaeser as chief executive officer if Kaeser steps down as planned in 2021.",1
"Of course, not all companies rely on name changes to repair their public images.",0
"By creating this function, we will be able to better serve the needs of our customers and better support our people, making us more agile and more competitive.",1
“This will lead to more projects coming to market faster.,1
That year the company also expanded its operations in Kladno.,1
"""Starbucks Pickup is tailored to customers who prefer to order ahead and pay through the Starbucks mobile app for pick-up, or those who want their Starbucks delivered to them by placing an order through Uber Eats,"" the letter explains.",1
"We are reinventing IKEA for the future, no less than that.",1
"This allowed products to go to market as soon as they were designed and developed, instead of waiting for each department to throw its work “over the wall” to the next one.",1
But Chinese domestic firms fiercely defended their home markets by drastically reducing prices.,1
We are sometimes compared to private equity firms because we are so acquisitive.,0
"Or to differentiate temporary payments for workers during the pandemic from permanent improvements, like Costco’s announcement it would raise baseline pay to $16 an hour, more than double the national minimum wage.",1
Zhang did not develop this management approach on his own.,1
The company further minimized the cost of serving each account by providing discounts for early orders and refusing to ship less-than-full cartons.,1
"Boeing is overhauling some of its management structure in an effort to streamline and integrate functions, improve cost efficiency and better prepare the company to succeed after the coronavirus pandemic.",1
"“It has allowed us to again focus on developing the business, on innovation, and on developing our organization to become a much more creative place to work,” says Knudstorp.",1
"As of Dec. 31, Peloton counted 2.77 million connected fitness subscribers.",0
"Everyone, whatever their function, is expected to talk to consumers regularly.",0
Right-size the organization by enacting a workforce reduction.,1
"They focus on providing the lowest prices for the most popular routes, which means fewer routes will need to be abandon.",1
"Since 1980, its annualized returns to shareholders have been three times as high as those of the Standard & Poor’s Industrials Index.",0
"Within 2-3 years, we want to achieve our long-term goal of growing faster than the market and an EBITA margin (excluding restructuring costs) of 15-18% for the Group.",1
"With its rebranding effort, Facebook is making promises that it doesn’t seem able to deliver right now.",1
He leads the firm’s European operations and specializes in procurement and supply chain management.,0
"Instead, as Knudstorp and his team examined every facet of the company’s operations, they came to focus on the supply chain.",1
"Aside from Google and Yelp, consumers do not have many options for discovering local businesses.",0
